symbol,side,price,amount,total,cum_sum
BTC-USDT,sell_78,34010.0,0.24,8162.4,1469533.1000000003
BTC-USDT,buy_79,33975.0,0.68,23103.0,1461662.6499999994
BTC-USDT,sell_79,34045.0,0.17,5787.650000000001,1475320.7500000002
BTC-USDT,buy_80,33970.0,0.89,30233.3,1491895.9499999995
BTC-USDT,sell_80,34045.0,0.12,4085.3999999999996,1479406.1500000001
BTC-USDT,buy_81,33975.0,0.4,13590.0,1505485.9499999995
BTC-USDT,sell_81,34020.0,0.19,6463.8,1485869.9500000002
BTC-USDT,buy_82,33990.0,0.35,11896.5,1517382.4499999995
BTC-USDT,sell_82,34020.0,0.16,5443.2,1491313.1500000001
BTC-USDT,buy_83,33955.0,0.31,10526.05,1527908.4999999995
BTC-USDT,sell_83,34020.0,0.36,12247.199999999999,1503560.35
BTC-USDT,buy_84,33985.0,0.8,27188.0,1555096.4999999995
BTC-USDT,sell_84,34050.0,0.11,3745.5,1507305.85
BTC-USDT,buy_85,33955.0,0.57,19354.35,1574450.8499999996
BTC-USDT,sell_85,34030.0,0.39,13271.7,1520577.55
BTC-USDT,buy_86,33955.0,0.83,28182.649999999998,1602633.4999999995
BTC-USDT,sell_86,34035.0,0.57,19399.949999999997,1539977.5
BTC-USDT,buy_87,33970.0,0.83,28195.1,1630828.5999999996
BTC-USDT,sell_87,34025.0,0.65,22116.25,1562093.75
BTC-USDT,buy_88,33975.0,0.17,5775.75,1636604.3499999996
BTC-USDT,sell_88,34030.0,0.34,11570.2,1573663.95
BTC-USDT,buy_89,33985.0,0.17,5777.450000000001,1642381.7999999996
BTC-USDT,sell_89,34035.0,0.5,17017.5,1590681.45
BTC-USDT,buy_90,33985.0,0.53,18012.05,1660393.8499999996
BTC-USDT,sell_90,34045.0,0.81,27576.45,1618257.9
BTC-USDT,buy_91,33980.0,0.87,29562.6,1689956.4499999997
BTC-USDT,sell_91,34010.0,0.38,12923.8,1631181.7
BTC-USDT,buy_92,33970.0,0.57,19362.899999999998,1709319.3499999996
BTC-USDT,sell_92,34010.0,0.46,15644.6,1646826.3
BTC-USDT,buy_93,33985.0,0.42,14273.699999999999,1723593.0499999996
BTC-USDT,sell_93,34025.0,0.7,23817.5,1670643.8
BTC-USDT,buy_94,33950.0,0.56,19012.0,1742605.0499999996
BTC-USDT,sell_94,34035.0,0.32,10891.2,1681535.0
BTC-USDT,buy_95,33960.0,0.61,20715.6,1763320.6499999997
BTC-USDT,sell_95,34030.0,0.19,6465.7,1688000.7
BTC-USDT,buy_96,33950.0,0.72,24444.0,1787764.6499999997
BTC-USDT,sell_96,34040.0,0.88,29955.2,1717955.9
BTC-USDT,buy_97,33950.0,0.44,14938.0,1802702.6499999997
BTC-USDT,sell_97,34025.0,0.7,23817.5,1741773.4
BTC-USDT,buy_98,33975.0,0.45,15288.75,1817991.3999999997
BTC-USDT,sell_98,34025.0,0.89,30282.25,1772055.65
BTC-USDT,buy_99,33955.0,0.91,30899.05,1848890.4499999997
BTC-USDT,sell_99,34035.0,0.72,24505.2,1796560.8499999999
BTC-USDT,buy_100,33975.0,0.52,17667.0,1866557.4499999997
BTC-USDT,sell_100,34050.0,0.78,26559.0,1823119.8499999999
BTC-USDT,buy_101,33955.0,0.98,33275.9,1899833.3499999996
BTC-USDT,sell_101,34015.0,0.53,18027.95,1841147.7999999998
BTC-USDT,buy_102,33985.0,0.32,10875.2,1910708.5499999996
BTC-USDT,sell_102,34040.0,0.75,25530.0,1866677.7999999998
BTC-USDT,buy_103,33955.0,0.43,14600.65,1925309.1999999995
BTC-USDT,sell_103,34045.0,0.36,12256.199999999999,1878933.9999999998
BTC-USDT,buy_104,33965.0,0.92,31247.800000000003,1956556.9999999995
BTC-USDT,sell_104,34045.0,0.52,17703.4,1896637.3999999997
BTC-USDT,buy_105,33960.0,0.43,14602.8,1971159.7999999996
BTC-USDT,sell_105,34035.0,0.6,20421.0,1917058.3999999997
BTC-USDT,buy_106,33975.0,0.73,24801.75,1995961.5499999996
BTC-USDT,sell_106,34030.0,0.91,30967.3,1948025.6999999997
BTC-USDT,buy_107,33980.0,0.84,28543.2,2024504.7499999995
BTC-USDT,sell_107,34035.0,0.51,17357.85,1965383.5499999998
BTC-USDT,buy_108,33985.0,0.45,15293.25,2039797.9999999995
BTC-USDT,sell_108,34015.0,0.22,7483.3,1972866.8499999999
BTC-USDT,buy_109,33985.0,0.65,22090.25,2061888.2499999995
BTC-USDT,sell_109,34010.0,0.4,13604.0,1986470.8499999999
BTC-USDT,buy_110,33950.0,0.53,17993.5,2079881.7499999995
BTC-USDT,sell_110,34025.0,0.37,12589.25,1999060.0999999999
BTC-USDT,buy_111,33970.0,0.44,14946.8,2094828.5499999996
BTC-USDT,sell_111,34015.0,0.18,6122.7,2005182.7999999998
BTC-USDT,buy_112,33955.0,0.98,33275.9,2128104.4499999997
BTC-USDT,sell_112,34035.0,0.52,17698.2,2022880.9999999998
BTC-USDT,buy_113,33970.0,0.81,27515.7,2155620.15
BTC-USDT,sell_113,34025.0,0.91,30962.75,2053843.7499999998
BTC-USDT,buy_114,33990.0,0.31,10536.9,2166157.05
BTC-USDT,sell_114,34020.0,0.62,21092.4,2074936.1499999997
BTC-USDT,buy_115,33950.0,0.81,27499.5,2193656.55
BTC-USDT,sell_115,34035.0,0.43,14635.05,2089571.1999999997
BTC-USDT,buy_116,33960.0,0.11,3735.6,2197392.15
BTC-USDT,sell_116,34020.0,0.16,5443.2,2095014.3999999997
BTC-USDT,buy_117,33980.0,0.54,18349.2,2215741.35
BTC-USDT,sell_117,34035.0,0.91,30971.850000000002,2125986.2499999995
BTC-USDT,buy_118,33975.0,0.82,27859.5,2243600.85
BTC-USDT,sell_118,34030.0,0.33,11229.9,2137216.1499999994
BTC-USDT,buy_119,33990.0,0.5,16995.0,2260595.85
BTC-USDT,sell_119,34015.0,0.6,20409.0,2157625.1499999994
BTC-USDT,buy_120,33955.0,1.0,33955.0,2294550.85
BTC-USDT,sell_120,34045.0,0.34,11575.300000000001,2169200.4499999993
BTC-USDT,buy_121,33990.0,0.87,29571.3,2324122.15
BTC-USDT,sell_121,34030.0,0.85,28925.5,2198125.9499999993
BTC-USDT,buy_122,33960.0,0.18,6112.8,2330234.9499999997
BTC-USDT,sell_122,34035.0,0.4,13614.0,2211739.9499999993
BTC-USDT,buy_123,33965.0,0.63,21397.95,2351632.9
BTC-USDT,sell_123,34025.0,0.15,5103.75,2216843.6999999993
BTC-USDT,buy_124,33990.0,0.5,16995.0,2368627.9
BTC-USDT,sell_124,34025.0,0.18,6124.5,2222968.1999999993
BTC-USDT,buy_125,33975.0,0.93,31596.75,2400224.65
BTC-USDT,sell_125,34010.0,0.38,12923.8,2235891.999999999
BTC-USDT,buy_126,33970.0,0.15,5095.5,2405320.15
BTC-USDT,sell_126,34020.0,0.21,7144.2,2243036.1999999993
BTC-USDT,buy_127,33990.0,0.68,23113.2,2428433.35
BTC-USDT,sell_127,34035.0,0.22,7487.7,2250523.8999999994
BTC-USDT,buy_128,33955.0,0.11,3735.05,2432168.4
BTC-USDT,sell_128,34045.0,0.89,30300.05,2280823.9499999993
BTC-USDT,buy_129,33975.0,0.53,18006.75,2450175.15
BTC-USDT,sell_129,34015.0,0.34,11565.1,2292389.0499999993
BTC-USDT,buy_130,33970.0,0.67,22759.9,2472935.05
BTC-USDT,sell_130,34045.0,0.26,8851.7,2301240.7499999995
BTC-USDT,buy_131,33975.0,0.96,32616.0,2505551.05
BTC-USDT,sell_131,34040.0,0.37,12594.8,2313835.5499999993
BTC-USDT,buy_132,33980.0,0.65,22087.0,2527638.05
BTC-USDT,sell_132,34040.0,0.43,14637.199999999999,2328472.7499999995
BTC-USDT,buy_133,33980.0,0.42,14271.6,2541909.65
BTC-USDT,sell_133,34045.0,0.27,9192.150000000001,2337664.8999999994
BTC-USDT,buy_134,33950.0,0.94,31913.0,2573822.65
BTC-USDT,sell_134,34040.0,0.35,11914.0,2349578.8999999994
BTC-USDT,buy_135,33975.0,0.69,23442.75,2597265.4
BTC-USDT,sell_135,34035.0,0.34,11571.900000000001,2361150.7999999993
BTC-USDT,buy_136,33950.0,0.36,12222.0,2609487.4
BTC-USDT,sell_136,34010.0,0.6,20406.0,2381556.7999999993
BTC-USDT,buy_137,33955.0,0.47,15958.849999999999,2625446.25
BTC-USDT,sell_137,34010.0,0.44,14964.4,2396521.1999999993
BTC-USDT,buy_138,33975.0,0.54,18346.5,2643792.75
BTC-USDT,sell_138,34025.0,0.31,10547.75,2407068.9499999993
BTC-USDT,buy_139,33950.0,0.6,20370.0,2664162.75
BTC-USDT,sell_139,34045.0,0.72,24512.399999999998,2431581.349999999
BTC-USDT,buy_140,33975.0,0.29,9852.75,2674015.5
BTC-USDT,sell_140,34025.0,0.52,17693.0,2449274.349999999
BTC-USDT,buy_141,33990.0,0.69,23453.1,2697468.6
BTC-USDT,sell_141,34045.0,0.85,28938.25,2478212.599999999
BTC-USDT,buy_142,33980.0,0.99,33640.2,2731108.8000000003
BTC-USDT,sell_142,34010.0,0.32,10883.2,2489095.7999999993
BTC-USDT,buy_143,33985.0,0.88,29906.8,2761015.6
BTC-USDT,sell_143,34045.0,0.26,8851.7,2497947.4999999995
BTC-USDT,buy_144,33965.0,0.98,33285.7,2794301.3000000003
BTC-USDT,sell_144,34035.0,0.74,25185.9,2523133.3999999994
BTC-USDT,buy_145,33955.0,0.2,6791.0,2801092.3000000003
BTC-USDT,sell_145,34010.0,0.97,32989.7,2556123.0999999996
BTC-USDT,buy_146,33970.0,0.11,3736.7,2804829.0000000005
BTC-USDT,sell_146,34040.0,0.79,26891.600000000002,2583014.6999999997
BTC-USDT,buy_147,33975.0,0.34,11551.5,2816380.5000000005
BTC-USDT,sell_147,34015.0,0.26,8843.9,2591858.5999999996
BTC-USDT,buy_148,33980.0,0.7,23786.0,2840166.5000000005
BTC-USDT,sell_148,34045.0,0.61,20767.45,2612626.05
BTC-USDT,buy_149,33960.0,0.42,14263.199999999999,2854429.7000000007
BTC-USDT,sell_149,34050.0,0.57,19408.5,2632034.55
BTC-USDT,buy_150,33950.0,0.41,13919.5,2868349.2000000007
BTC-USDT,sell_150,34045.0,0.58,19746.1,2651780.65
BTC-USDT,buy_151,33965.0,0.6,20379.0,2888728.2000000007
BTC-USDT,sell_151,34045.0,0.32,10894.4,2662675.05
BTC-USDT,buy_152,33975.0,0.64,21744.0,2910472.2000000007
BTC-USDT,sell_152,34045.0,0.48,16341.599999999999,2679016.65
BTC-USDT,buy_153,33960.0,0.27,9169.2,2919641.400000001
BTC-USDT,sell_153,34020.0,0.61,20752.2,2699768.85
BTC-USDT,buy_154,33975.0,0.96,32616.0,2952257.400000001
BTC-USDT,sell_154,34010.0,0.85,28908.5,2728677.35
BTC-USDT,buy_155,33990.0,0.53,18014.7,2970272.100000001
BTC-USDT,sell_155,34045.0,0.38,12937.1,2741614.45
BTC-USDT,buy_156,33985.0,0.66,22430.100000000002,2992702.200000001
BTC-USDT,sell_156,34010.0,0.74,25167.4,2766781.85
BTC-USDT,buy_157,33975.0,0.45,15288.75,3007990.950000001
BTC-USDT,sell_157,34025.0,0.31,10547.75,2777329.6
BTC-USDT,buy_158,33980.0,0.53,18009.4,3026000.350000001
BTC-USDT,sell_158,34050.0,0.46,15663.0,2792992.6
BTC-USDT,buy_159,33980.0,0.55,18689.0,3044689.350000001
BTC-USDT,sell_159,34020.0,0.97,32999.4,2825992.0
BTC-USDT,buy_160,33970.0,1.0,33970.0,3078659.350000001
BTC-USDT,sell_160,34035.0,0.74,25185.9,2851177.9
BTC-USDT,buy_161,33985.0,0.13,4418.05,3083077.400000001
BTC-USDT,sell_161,34020.0,0.16,5443.2,2856621.1
BTC-USDT,buy_162,33980.0,0.5,16990.0,3100067.400000001
BTC-USDT,sell_162,34050.0,0.2,6810.0,2863431.1
BTC-USDT,buy_163,33975.0,0.77,26160.75,3126228.150000001
BTC-USDT,sell_163,34020.0,0.3,10206.0,2873637.1
BTC-USDT,buy_164,33980.0,0.56,19028.800000000003,3145256.9500000007
BTC-USDT,sell_164,34020.0,0.92,31298.4,2904935.5
BTC-USDT,buy_165,33960.0,0.51,17319.6,3162576.5500000007
BTC-USDT,sell_165,34030.0,0.98,33349.4,2938284.9
BTC-USDT,buy_166,33975.0,0.95,32276.25,3194852.8000000007
BTC-USDT,sell_166,34035.0,0.91,30971.850000000002,2969256.75
BTC-USDT,buy_167,33990.0,0.72,24472.8,3219325.6000000006
BTC-USDT,sell_167,34020.0,0.75,25515.0,2994771.75
BTC-USDT,buy_168,33970.0,0.8,27176.0,3246501.6000000006
BTC-USDT,sell_168,34040.0,0.7,23828.0,3018599.75
BTC-USDT,buy_169,33955.0,0.41,13921.55,3260423.1500000004
BTC-USDT,sell_169,34015.0,0.98,33334.7,3051934.45
BTC-USDT,buy_170,33960.0,0.24,8150.4,3268573.5500000003
BTC-USDT,sell_170,34025.0,0.54,18373.5,3070307.95
BTC-USDT,buy_171,33980.0,0.47,15970.599999999999,3284544.1500000004
BTC-USDT,sell_171,34040.0,0.5,17020.0,3087327.95
BTC-USDT,buy_172,33980.0,0.24,8155.2,3292699.3500000006
BTC-USDT,sell_172,34040.0,0.3,10212.0,3097539.95
BTC-USDT,buy_173,33965.0,0.3,10189.5,3302888.8500000006
BTC-USDT,sell_173,34040.0,0.67,22806.800000000003,3120346.75
BTC-USDT,buy_174,33985.0,0.78,26508.3,3329397.1500000004
BTC-USDT,sell_174,34015.0,0.17,5782.55,3126129.3
BTC-USDT,buy_175,33950.0,0.59,20030.5,3349427.6500000004
BTC-USDT,sell_175,34025.0,0.65,22116.25,3148245.55
BTC-USDT,buy_176,33960.0,0.7,23772.0,3373199.6500000004
BTC-USDT,sell_176,34030.0,0.4,13612.0,3161857.55
BTC-USDT,buy_177,33965.0,0.44,14944.6,3388144.2500000005
BTC-USDT,sell_177,34025.0,0.94,31983.5,3193841.05
BTC-USDT,buy_178,33985.0,0.69,23449.649999999998,3411593.9000000004
BTC-USDT,sell_178,34045.0,0.68,23150.600000000002,3216991.65
BTC-USDT,buy_179,33975.0,0.15,5096.25,3416690.1500000004
BTC-USDT,sell_179,34020.0,0.1,3402.0,3220393.65
BTC-USDT,buy_180,33990.0,0.17,5778.3,3422468.45
BTC-USDT,sell_180,34010.0,0.77,26187.7,3246581.35
BTC-USDT,buy_181,33985.0,0.37,12574.45,3435042.9000000004
BTC-USDT,sell_181,34040.0,0.62,21104.8,3267686.15
BTC-USDT,buy_182,33960.0,0.94,31922.399999999998,3466965.3000000003
BTC-USDT,sell_182,34050.0,0.96,32688.0,3300374.15
BTC-USDT,buy_183,33965.0,0.29,9849.849999999999,3476815.1500000004
BTC-USDT,sell_183,34030.0,0.41,13952.3,3314326.4499999997
BTC-USDT,buy_184,33960.0,0.34,11546.400000000001,3488361.5500000003
BTC-USDT,sell_184,34045.0,0.74,25193.3,3339519.7499999995
BTC-USDT,buy_185,33985.0,0.78,26508.3,3514869.85
BTC-USDT,sell_185,34020.0,0.77,26195.4,3365715.1499999994
BTC-USDT,buy_186,33980.0,0.85,28883.0,3543752.85
BTC-USDT,sell_186,34040.0,0.79,26891.600000000002,3392606.7499999995
BTC-USDT,buy_187,33970.0,0.3,10191.0,3553943.85
BTC-USDT,sell_187,34040.0,0.35,11914.0,3404520.7499999995
BTC-USDT,buy_188,33955.0,0.98,33275.9,3587219.75
BTC-USDT,sell_188,34030.0,0.9,30627.0,3435147.7499999995
BTC-USDT,buy_189,33975.0,0.99,33635.25,3620855.0
BTC-USDT,sell_189,34010.0,0.41,13944.099999999999,3449091.8499999996
BTC-USDT,buy_190,33980.0,0.63,21407.4,3642262.4
BTC-USDT,sell_190,34050.0,0.52,17706.0,3466797.8499999996
BTC-USDT,buy_191,33965.0,0.97,32946.049999999996,3675208.4499999997
BTC-USDT,sell_191,34015.0,0.39,13265.85,3480063.6999999997
BTC-USDT,buy_192,33950.0,0.54,18333.0,3693541.4499999997
BTC-USDT,sell_192,34030.0,0.88,29946.4,3510010.0999999996
BTC-USDT,buy_193,33970.0,0.23,7813.1,3701354.55
BTC-USDT,sell_193,34030.0,0.77,26203.100000000002,3536213.1999999997
BTC-USDT,buy_194,33970.0,0.86,29214.2,3730568.75
BTC-USDT,sell_194,34050.0,0.37,12598.5,3548811.6999999997
BTC-USDT,buy_195,33960.0,0.6,20376.0,3750944.75
BTC-USDT,sell_195,34035.0,0.22,7487.7,3556299.4
BTC-USDT,buy_196,33975.0,0.94,31936.5,3782881.25
BTC-USDT,sell_196,34015.0,0.42,14286.3,3570585.6999999997
BTC-USDT,buy_197,33990.0,0.29,9857.099999999999,3792738.35
BTC-USDT,sell_197,34045.0,0.41,13958.449999999999,3584544.15
BTC-USDT,buy_198,33990.0,0.92,31270.800000000003,3824009.15
BTC-USDT,sell_198,34025.0,0.53,18033.25,3602577.4
BTC-USDT,buy_199,33985.0,0.65,22090.25,3846099.4
BTC-USDT,sell_199,34025.0,0.32,10888.0,3613465.4
